SetPoint [°C],Timestamp,Chamber temperature [°C],Reference temperature [°C],DUT temperature [°C], Ref. 2 temperature [°C], Ambiente temperature [°C]
20,"04.02.2021 13:33:19",25.729,34.24,33.9375,42.97,23.46
20,"04.02.2021 13:33:22",25.727,34.14,33.875,42.62,23.46
20,"04.02.2021 13:33:26",25.614,34.07,33.8125,42.32,23.46
20,"04.02.2021 13:33:30",25.423,33.95,33.75,41.98,23.45
20,"04.02.2021 13:33:34",25.102,33.87,33.6875,41.69,23.43
20,"04.02.2021 13:33:38",24.668,33.81,33.625,41.36,23.43
20,"04.02.2021 13:33:42",24.163,33.69,33.5625,41.08,23.46
20,"04.02.2021 13:33:46",23.641,33.63,33.4375,40.75,23.46
20,"04.02.2021 13:33:50",23.112,33.52,33.375,40.43,23.46
20,"04.02.2021 13:33:54",22.569,33.42,33.25,40.17,23.46
20,"04.02.2021 13:33:58",22.083,33.35,33.1875,39.85,23.46
20,"04.02.2021 13:34:02",21.689,33.25,33.125,39.59,23.46
20,"04.02.2021 13:34:06",21.446,33.16,33,39.28,23.46
20,"04.02.2021 13:34:09",21.249,33.05,32.9375,39.02,23.46
20,"04.02.2021 13:34:13",21.142,32.96,32.8125,38.71,23.47
20,"04.02.2021 13:34:17",21.155,32.86,32.75,38.36,23.48
20,"04.02.2021 13:34:21",21.439,32.74,32.625,38.16,23.48
20,"04.02.2021 13:34:25",21.495,32.65,32.5625,37.82,23.48
20,"04.02.2021 13:34:29",21.532,32.53,32.4375,37.64,23.5
20,"04.02.2021 13:34:33",21.518,32.44,32.3125,37.37,23.49
20,"04.02.2021 13:34:37",21.393,32.34,32.1875,37.07,23.49
20,"04.02.2021 13:34:41",21.196,32.23,32.0625,36.89,23.49
20,"04.02.2021 13:34:45",21.082,32.12,32,36.59,23.49
20,"04.02.2021 13:34:49",20.89,32.01,31.8125,36.42,23.48
20,"04.02.2021 13:34:53",20.771,31.91,31.6875,36.13,23.48
20,"04.02.2021 13:34:57",20.573,31.8,31.625,35.96,23.48
20,"04.02.2021 13:35:01",20.46,31.71,31.5,35.68,23.47
20,"04.02.2021 13:35:04",20.348,31.58,31.375,35.51,23.48
20,"04.02.2021 13:35:08",20.224,31.49,31.25,35.23,23.47
20,"04.02.2021 13:35:12",20.197,31.37,31.125,34.99,23.46
20,"04.02.2021 13:35:16",20.153,31.28,31,34.8,23.46
20,"04.02.2021 13:35:20",20.113,31.16,30.875,34.56,23.47
20,"04.02.2021 13:35:24",20.083,31.02,30.75,34.37,23.47
20,"04.02.2021 13:35:28",20.063,30.95,30.6875,34.14,23.47
20,"04.02.2021 13:35:32",20.056,30.83,30.5,33.91,23.48
20,"04.02.2021 13:35:36",20.056,30.74,30.4375,33.73,23.48
20,"04.02.2021 13:35:40",20.056,30.61,30.3125,33.5,23.48
20,"04.02.2021 13:35:44",20.056,30.49,30.1875,33.32,23.48
20,"04.02.2021 13:35:48",20.055,30.4,30,33.1,23.46
20,"04.02.2021 13:35:52",20.053,30.29,29.9375,32.92,23.46
20,"04.02.2021 13:35:55",20.05,30.19,29.8125,32.71,23.46
20,"04.02.2021 13:35:59",20.046,30.07,29.6875,32.5,23.47
20,"04.02.2021 13:36:03",20.041,29.98,29.5625,32.33,23.47
20,"04.02.2021 13:36:07",20.036,29.87,29.4375,32.13,23.46
20,"04.02.2021 13:36:11",20.03,29.77,29.3125,31.96,23.46
20,"04.02.2021 13:36:15",20.025,29.67,29.1875,31.78,23.46
20,"04.02.2021 13:36:19",20.021,29.55,29.0625,31.63,23.46
20,"04.02.2021 13:36:23",20.017,29.47,29,31.45,23.46
20,"04.02.2021 13:36:27",20.015,29.37,28.8125,31.24,23.46
20,"04.02.2021 13:36:31",20.012,29.27,28.75,31.13,23.46
20,"04.02.2021 13:36:35",20.011,29.17,28.625,30.93,23.46
20,"04.02.2021 13:36:39",20.009,29.06,28.5,30.82,23.46
20,"04.02.2021 13:36:43",20.009,28.97,28.4375,30.62,23.43
20,"04.02.2021 13:36:46",20.008,28.87,28.3125,30.51,23.43
20,"04.02.2021 13:36:50",20.007,28.79,28.1875,30.32,23.42
20,"04.02.2021 13:36:54",20.007,28.68,28.125,30.16,23.42
20,"04.02.2021 13:36:58",20.006,28.6,28,30.03,23.42
20,"04.02.2021 13:37:02",20.006,28.5,27.875,29.88,23.42
20,"04.02.2021 13:37:06",20.005,28.38,27.8125,29.75,23.42
20,"04.02.2021 13:37:10",20.005,28.31,27.6875,29.6,23.41
20,"04.02.2021 13:37:14",20.004,28.2,27.5625,29.47,23.42
20,"04.02.2021 13:37:18",20.003,28.14,27.5,29.33,23.41
20,"04.02.2021 13:37:22",20.003,28.04,27.375,29.18,23.42
20,"04.02.2021 13:37:26",20.002,27.97,27.3125,29.06,23.41
20,"04.02.2021 13:37:30",20.002,27.88,27.1875,28.93,23.42
20,"04.02.2021 13:37:34",20.001,27.76,27.125,28.81,23.42
20,"04.02.2021 13:37:37",20.001,27.7,27,28.67,23.42
20,"04.02.2021 13:37:41",20.001,27.6,26.875,28.56,23.41
20,"04.02.2021 13:37:45",20.001,27.54,26.8125,28.43,23.39
20,"04.02.2021 13:37:49",20,27.44,26.75,28.3,23.38
20,"04.02.2021 13:37:53",20.008,27.38,26.625,28.19,23.37
20,"04.02.2021 13:37:57",20.008,27.29,26.5625,28.07,23.35
20,"04.02.2021 13:38:01",20.006,27.19,26.5,27.96,23.36
20,"04.02.2021 13:38:05",20.002,27.11,26.375,27.84,23.35
20,"04.02.2021 13:38:09",20,27.03,26.3125,27.74,23.36
20,"04.02.2021 13:38:13",19.997,26.97,26.25,27.62,23.37
20,"04.02.2021 13:38:17",19.995,26.89,26.125,27.49,23.37
20,"04.02.2021 13:38:21",19.994,26.82,26.0625,27.41,23.38
20,"04.02.2021 13:38:25",19.994,26.74,26,27.29,23.39
20,"04.02.2021 13:38:29",19.995,26.66,25.9375,27.2,23.39
20,"04.02.2021 13:38:32",19.996,26.59,25.8125,27.09,23.39
20,"04.02.2021 13:38:36",19.997,26.51,25.75,26.96,23.39
20,"04.02.2021 13:38:40",19.998,26.45,25.6875,26.89,23.39
20,"04.02.2021 13:38:44",19.999,26.38,25.625,26.77,23.39
20,"04.02.2021 13:38:48",20,26.29,25.5,26.7,23.38
20,"04.02.2021 13:38:52",20,26.23,25.4375,26.58,23.36
20,"04.02.2021 13:38:56",20,26.16,25.375,26.52,23.35
20,"04.02.2021 13:39:00",20.001,26.1,25.3125,26.4,23.34
20,"04.02.2021 13:39:04",20,26.02,25.25,26.3,23.33
20,"04.02.2021 13:39:08",20,25.97,25.1875,26.22,23.33
20,"04.02.2021 13:39:12",20,25.9,25.125,26.13,23.33
20,"04.02.2021 13:39:16",20,25.82,25.0625,26.05,23.32
20,"04.02.2021 13:39:20",19.999,25.77,24.9375,25.96,23.32
20,"04.02.2021 13:39:23",19.999,25.69,24.9375,25.88,23.33
20,"04.02.2021 13:39:27",19.999,25.64,24.875,25.79,23.32
20,"04.02.2021 13:39:31",19.999,25.56,24.8125,25.71,23.33
20,"04.02.2021 13:39:35",19.999,25.52,24.6875,25.64,23.33
20,"04.02.2021 13:39:39",19.999,25.46,24.6875,25.55,23.33
20,"04.02.2021 13:39:43",19.999,25.4,24.625,25.48,23.34
20,"04.02.2021 13:39:47",19.999,25.33,24.5625,25.4,23.35
20,"04.02.2021 13:39:51",19.999,25.26,24.5,25.33,23.35
20,"04.02.2021 13:39:55",19.999,25.21,24.4375,25.25,23.36
20,"04.02.2021 13:39:59",19.999,25.15,24.375,25.18,23.36
20,"04.02.2021 13:40:03",19.999,25.11,24.3125,25.11,23.36
20,"04.02.2021 13:40:07",20,25.03,24.25,25.03,23.37
20,"04.02.2021 13:40:10",20,24.97,24.1875,24.97,23.36
20,"04.02.2021 13:40:14",19.999,24.94,24.125,24.9,23.35
20,"04.02.2021 13:40:18",19.999,24.88,24.0625,24.84,23.35
20,"04.02.2021 13:40:22",19.999,24.83,24,24.77,23.33
20,"04.02.2021 13:40:26",20,24.78,24,24.69,23.32
20,"04.02.2021 13:40:30",19.999,24.73,23.9375,24.64,23.31
20,"04.02.2021 13:40:34",20,24.66,23.875,24.57,23.31
20,"04.02.2021 13:40:38",19.999,24.6,23.8125,24.52,23.32
20,"04.02.2021 13:40:42",19.999,24.56,23.8125,24.45,23.33
20,"04.02.2021 13:40:46",19.999,24.5,23.75,24.4,23.33
20,"04.02.2021 13:40:50",19.999,24.47,23.6875,24.34,23.33
20,"04.02.2021 13:40:54",20,24.42,23.625,24.27,23.35
20,"04.02.2021 13:40:58",20,24.38,23.5625,24.23,23.34
20,"04.02.2021 13:41:01",20,24.32,23.5625,24.16,23.35
20,"04.02.2021 13:41:05",20,24.27,23.5,24.12,23.34
20,"04.02.2021 13:41:09",20,24.23,23.4375,24.05,23.34
20,"04.02.2021 13:41:13",20,24.18,23.375,24.01,23.34
20,"04.02.2021 13:41:17",19.999,24.14,23.375,23.95,23.35
20,"04.02.2021 13:41:21",19.999,24.09,23.3125,23.89,23.34
20,"04.02.2021 13:41:25",19.999,24.04,23.25,23.85,23.35
20,"04.02.2021 13:41:29",19.999,24,23.25,23.79,23.35
20,"04.02.2021 13:41:33",19.999,23.95,23.1875,23.75,23.35
20,"04.02.2021 13:41:37",20,23.91,23.125,23.69,23.35
20,"04.02.2021 13:41:41",20,23.86,23.125,23.65,23.35
20,"04.02.2021 13:41:45",20,23.83,23.0625,23.6,23.34
20,"04.02.2021 13:41:49",20,23.78,23,23.55,23.35
20,"04.02.2021 13:41:53",20,23.75,23,23.51,23.35
20,"04.02.2021 13:41:56",20,23.7,22.9375,23.46,23.35
20,"04.02.2021 13:42:00",20,23.66,22.875,23.42,23.34
20,"04.02.2021 13:42:04",20,23.62,22.875,23.37,23.36
20,"04.02.2021 13:42:08",20,23.58,22.8125,23.33,23.36
20,"04.02.2021 13:42:12",20,23.54,22.8125,23.28,23.35
20,"04.02.2021 13:42:16",20,23.5,22.75,23.24,23.36
20,"04.02.2021 13:42:20",20,23.47,22.6875,23.2,23.37
20,"04.02.2021 13:42:24",20,23.42,22.6875,23.16,23.37
20,"04.02.2021 13:42:28",20,23.39,22.625,23.12,23.37
20,"04.02.2021 13:42:32",20,23.35,22.625,23.08,23.38
20,"04.02.2021 13:42:36",19.999,23.31,22.5625,23.04,23.38
20,"04.02.2021 13:42:40",20,23.28,22.5625,23,23.38
20,"04.02.2021 13:42:44",20,23.25,22.5,22.95,23.37
20,"04.02.2021 13:42:47",20,23.21,22.4375,22.92,23.37
20,"04.02.2021 13:42:51",20,23.18,22.4375,22.88,23.35
20,"04.02.2021 13:42:55",20,23.13,22.4375,22.85,23.35
20,"04.02.2021 13:42:59",20,23.1,22.375,22.81,23.35
20,"04.02.2021 13:43:03",20,23.07,22.3125,22.77,23.35
20,"04.02.2021 13:43:07",20,23.04,22.3125,22.74,23.35
20,"04.02.2021 13:43:11",20,23.01,22.25,22.7,23.35
20,"04.02.2021 13:43:15",20,22.97,22.25,22.67,23.36
20,"04.02.2021 13:43:19",20,22.95,22.25,22.63,23.36
20,"04.02.2021 13:43:23",20,22.91,22.1875,22.6,23.35
20,"04.02.2021 13:43:27",20,22.89,22.1875,22.57,23.36
20,"04.02.2021 13:43:31",20,22.85,22.125,22.53,23.36
20,"04.02.2021 13:43:35",20,22.84,22.125,22.5,23.37
20,"04.02.2021 13:43:38",19.999,22.79,22.0625,22.47,23.36
20,"04.02.2021 13:43:42",19.999,22.76,22.0625,22.44,23.35
20,"04.02.2021 13:43:46",20,22.72,22,22.41,23.36
20,"04.02.2021 13:43:50",20,22.69,22,22.38,23.36
20,"04.02.2021 13:43:54",20,22.67,21.9375,22.35,23.37
20,"04.02.2021 13:43:58",20,22.64,21.9375,22.32,23.37
20,"04.02.2021 13:44:02",20,22.62,21.875,22.29,23.37
20,"04.02.2021 13:44:06",20,22.58,21.875,22.26,23.37
20,"04.02.2021 13:44:10",20,22.55,21.875,22.23,23.37
20,"04.02.2021 13:44:14",20,22.53,21.875,22.2,23.37
20,"04.02.2021 13:44:18",20,22.5,21.8125,22.18,23.37
20,"04.02.2021 13:44:22",19.999,22.49,21.75,22.15,23.37
20,"04.02.2021 13:44:26",19.999,22.46,21.75,22.11,23.37
20,"04.02.2021 13:44:29",20,22.44,21.75,22.1,23.37
20,"04.02.2021 13:44:33",20,22.41,21.6875,22.06,23.37
20,"04.02.2021 13:44:37",20,22.38,21.6875,22.04,23.37
20,"04.02.2021 13:44:41",20,22.36,21.6875,22.01,23.37
20,"04.02.2021 13:44:45",20,22.33,21.6875,21.99,23.37
20,"04.02.2021 13:44:49",20,22.31,21.625,21.96,23.36
20,"04.02.2021 13:44:53",20,22.28,21.5625,21.94,23.36
20,"04.02.2021 13:44:57",20,22.26,21.625,21.92,23.36
20,"04.02.2021 13:45:01",19.999,22.24,21.5625,21.89,23.35
20,"04.02.2021 13:45:05",19.999,22.21,21.5625,21.87,23.35
20,"04.02.2021 13:45:09",19.999,22.19,21.5,21.84,23.35
20,"04.02.2021 13:45:13",20,22.16,21.5,21.83,23.35
20,"04.02.2021 13:45:17",20,22.14,21.5,21.8,23.36
20,"04.02.2021 13:45:20",20,22.12,21.4375,21.77,23.36
20,"04.02.2021 13:45:24",20,22.1,21.4375,21.75,23.36
20,"04.02.2021 13:45:28",20,22.08,21.4375,21.73,23.36
20,"04.02.2021 13:45:32",20,22.06,21.4375,21.71,23.36
20,"04.02.2021 13:45:36",20,22.04,21.375,21.69,23.37
20,"04.02.2021 13:45:40",20,22,21.375,21.67,23.36
20,"04.02.2021 13:45:44",20,21.98,21.375,21.65,23.37
20,"04.02.2021 13:45:48",20,21.97,21.375,21.63,23.37
20,"04.02.2021 13:45:52",20,21.96,21.3125,21.61,23.37
20,"04.02.2021 13:45:56",20,21.93,21.3125,21.59,23.38
20,"04.02.2021 13:46:00",20,21.91,21.3125,21.57,23.37
20,"04.02.2021 13:46:04",20,21.89,21.3125,21.55,23.37
20,"04.02.2021 13:46:08",19.999,21.87,21.25,21.53,23.36
20,"04.02.2021 13:46:11",19.999,21.86,21.25,21.51,23.35
20,"04.02.2021 13:46:15",20,21.84,21.25,21.49,23.35
20,"04.02.2021 13:46:19",20,21.82,21.1875,21.48,23.36
20,"04.02.2021 13:46:23",20,21.81,21.1875,21.46,23.36
20,"04.02.2021 13:46:27",20,21.79,21.1875,21.44,23.36
20,"04.02.2021 13:46:31",20,21.77,21.125,21.42,23.36
20,"04.02.2021 13:46:35",20,21.75,21.125,21.41,23.36
20,"04.02.2021 13:46:39",20,21.74,21.125,21.39,23.36
20,"04.02.2021 13:46:43",20,21.72,21.125,21.37,23.36
20,"04.02.2021 13:46:47",20,21.7,21.0625,21.35,23.36
20,"04.02.2021 13:46:51",20,21.69,21.0625,21.33,23.36
20,"04.02.2021 13:46:55",20,21.67,21.0625,21.32,23.35
20,"04.02.2021 13:46:59",20,21.65,21.0625,21.3,23.36
20,"04.02.2021 13:47:03",20,21.64,21.0625,21.28,23.36
20,"04.02.2021 13:47:06",20,21.62,21,21.27,23.36
20,"04.02.2021 13:47:10",20,21.6,21,21.25,23.36
20,"04.02.2021 13:47:14",20,21.58,21,21.24,23.36
20,"04.02.2021 13:47:18",20,21.57,21,21.22,23.37
20,"04.02.2021 13:47:22",20,21.54,20.9375,21.21,23.36
20,"04.02.2021 13:47:26",20,21.53,20.9375,21.19,23.35
20,"04.02.2021 13:47:30",20,21.51,20.9375,21.18,23.34
20,"04.02.2021 13:47:34",20,21.5,20.9375,21.17,23.34
20,"04.02.2021 13:47:38",20,21.49,20.9375,21.15,23.33
20,"04.02.2021 13:47:42",20,21.48,20.9375,21.14,23.33
20,"04.02.2021 13:47:46",20,21.47,20.875,21.12,23.33
20,"04.02.2021 13:47:50",20,21.45,20.875,21.11,23.33
20,"04.02.2021 13:47:54",20,21.43,20.875,21.1,23.32
20,"04.02.2021 13:47:58",20,21.43,20.875,21.08,23.33
20,"04.02.2021 13:48:01",20,21.41,20.8125,21.07,23.33
20,"04.02.2021 13:48:05",20,21.4,20.8125,21.06,23.32
20,"04.02.2021 13:48:09",20,21.38,20.8125,21.04,23.32
20,"04.02.2021 13:48:13",20,21.38,20.8125,21.03,23.32
20,"04.02.2021 13:48:17",20,21.36,20.8125,21.02,23.32
20,"04.02.2021 13:48:21",20,21.35,20.8125,21.01,23.33
20,"04.02.2021 13:48:25",20,21.34,20.75,20.99,23.32
20,"04.02.2021 13:48:29",20,21.32,20.75,20.99,23.32
20,"04.02.2021 13:48:33",20,21.31,20.75,20.97,23.32
20,"04.02.2021 13:48:37",20,21.3,20.6875,20.96,23.32
20,"04.02.2021 13:48:41",20,21.29,20.6875,20.95,23.31
20,"04.02.2021 13:48:45",20,21.28,20.6875,20.94,23.3
20,"04.02.2021 13:48:48",20,21.27,20.6875,20.93,23.3
20,"04.02.2021 13:48:52",20,21.26,20.6875,20.92,23.31
20,"04.02.2021 13:48:56",20,21.23,20.6875,20.9,23.31
20,"04.02.2021 13:49:00",20,21.22,20.6875,20.89,23.31
20,"04.02.2021 13:49:04",20,21.21,20.6875,20.88,23.31
20,"04.02.2021 13:49:08",20,21.2,20.625,20.87,23.31
20,"04.02.2021 13:49:12",20,21.19,20.6875,20.86,23.3
20,"04.02.2021 13:49:16",20,21.18,20.625,20.85,23.29
20,"04.02.2021 13:49:20",20,21.17,20.625,20.84,23.3
20,"04.02.2021 13:49:24",20,21.16,20.625,20.83,23.29
20,"04.02.2021 13:49:28",20,21.15,20.625,20.82,23.29
20,"04.02.2021 13:49:32",20,21.14,20.625,20.81,23.29
20,"04.02.2021 13:49:36",20,21.13,20.5625,20.8,23.29
20,"04.02.2021 13:49:39",20,21.12,20.5625,20.79,23.3
20,"04.02.2021 13:49:43",20,21.11,20.5625,20.78,23.3
20,"04.02.2021 13:49:47",20,21.1,20.5625,20.77,23.31
20,"04.02.2021 13:49:51",20,21.09,20.5625,20.76,23.31
20,"04.02.2021 13:49:55",20,21.08,20.5625,20.76,23.32
20,"04.02.2021 13:49:59",20,21.07,20.5625,20.74,23.32
20,"04.02.2021 13:50:03",20,21.07,20.5625,20.74,23.32
20,"04.02.2021 13:50:07",20,21.06,20.5,20.73,23.32
20,"04.02.2021 13:50:11",20,21.05,20.5,20.72,23.33
20,"04.02.2021 13:50:15",20,21.04,20.5,20.71,23.31
20,"04.02.2021 13:50:19",20,21.03,20.5,20.7,23.32
20,"04.02.2021 13:50:23",20,21.02,20.5,20.69,23.32
20,"04.02.2021 13:50:26",20,21.01,20.5,20.69,23.32
20,"04.02.2021 13:50:30",20,21.01,20.5,20.68,23.32
20,"04.02.2021 13:50:34",20,21,20.5,20.67,23.33
20,"04.02.2021 13:50:38",20,21,20.4375,20.66,23.33
20,"04.02.2021 13:50:42",20,20.99,20.4375,20.65,23.34
20,"04.02.2021 13:50:46",20,20.98,20.4375,20.65,23.34
20,"04.02.2021 13:50:50",20,20.97,20.4375,20.64,23.33
20,"04.02.2021 13:50:54",20,20.97,20.4375,20.63,23.35
20,"04.02.2021 13:50:58",20,20.96,20.4375,20.62,23.35
20,"04.02.2021 13:51:02",20,20.95,20.4375,20.62,23.36
20,"04.02.2021 13:51:06",20,20.95,20.375,20.61,23.36
20,"04.02.2021 13:51:10",20,20.94,20.4375,20.6,23.36
20,"04.02.2021 13:51:14",20,20.92,20.375,20.6,23.36
20,"04.02.2021 13:51:18",20,20.91,20.4375,20.59,23.37
20,"04.02.2021 13:51:21",20,20.91,20.375,20.58,23.36
20,"04.02.2021 13:51:25",20,20.9,20.375,20.58,23.36
20,"04.02.2021 13:51:29",20,20.89,20.375,20.57,23.36
20,"04.02.2021 13:51:33",20,20.89,20.375,20.56,23.35
20,"04.02.2021 13:51:37",20,20.88,20.375,20.56,23.35
20,"04.02.2021 13:51:41",20,20.87,20.375,20.55,23.35
20,"04.02.2021 13:51:45",20,20.86,20.375,20.54,23.35
20,"04.02.2021 13:51:49",20,20.86,20.375,20.54,23.35
20,"04.02.2021 13:51:53",20,20.84,20.3125,20.53,23.36
20,"04.02.2021 13:51:57",20,20.84,20.375,20.52,23.36
20,"04.02.2021 13:52:01",20,20.83,20.3125,20.52,23.37
20,"04.02.2021 13:52:05",20,20.82,20.3125,20.51,23.37
20,"04.02.2021 13:52:09",20,20.82,20.3125,20.51,23.38
20,"04.02.2021 13:52:12",20,20.81,20.3125,20.5,23.38
20,"04.02.2021 13:52:16",20,20.81,20.3125,20.49,23.39
20,"04.02.2021 13:52:20",20,20.8,20.3125,20.49,23.39
20,"04.02.2021 13:52:24",20,20.79,20.3125,20.48,23.39
20,"04.02.2021 13:52:28",20,20.79,20.3125,20.48,23.39
20,"04.02.2021 13:52:32",20,20.78,20.3125,20.47,23.39
20,"04.02.2021 13:52:36",20,20.78,20.3125,20.47,23.39
20,"04.02.2021 13:52:40",20,20.77,20.3125,20.46,23.38
20,"04.02.2021 13:52:44",20,20.77,20.25,20.46,23.37
20,"04.02.2021 13:52:48",20,20.76,20.3125,20.45,23.37
20,"04.02.2021 13:52:52",20,20.75,20.25,20.45,23.37
20,"04.02.2021 13:52:56",20,20.75,20.25,20.44,23.38
20,"04.02.2021 13:52:59",20,20.74,20.25,20.44,23.38
20,"04.02.2021 13:53:03",20,20.74,20.25,20.43,23.38
20,"04.02.2021 13:53:07",20,20.73,20.25,20.42,23.39
20,"04.02.2021 13:53:11",20,20.73,20.25,20.42,23.38
20,"04.02.2021 13:53:15",20,20.72,20.25,20.41,23.38
20,"04.02.2021 13:53:19",20,20.72,20.25,20.41,23.37
20,"04.02.2021 13:53:23",20,20.71,20.25,20.41,23.37
20,"04.02.2021 13:53:27",20,20.71,20.25,20.4,23.37
20,"04.02.2021 13:53:31",20,20.71,20.25,20.4,23.37
20,"04.02.2021 13:53:35",20,20.7,20.25,20.39,23.37
20,"04.02.2021 13:53:39",20,20.7,20.1875,20.39,23.37
20,"04.02.2021 13:53:43",20,20.69,20.25,20.38,23.37
20,"04.02.2021 13:53:46",20,20.69,20.1875,20.38,23.37
20,"04.02.2021 13:53:50",20,20.68,20.1875,20.38,23.36
20,"04.02.2021 13:53:54",20,20.68,20.1875,20.37,23.36
